Case Number,Date,Year,Sex,Type,Species,Country,Area,Location,Activity,Age,Fatal (Y/N),Time,Month
1963.02.24,1963-02-24,1963.0,M,Unprovoked,WHALER SHARK,AUSTRALIA,New South Wales,Wombarra Beach near Austinmeer,SPEARFISHING,18.0,N,afternoon,Feb
2007.03.12,2007-03-12,2007.0,F,Unprovoked,Unknown,AUSTRALIA,Queensland,"Moore Park, north of Bundaberg",SWIMMING,59.0,N,afternoon,Mar
1983.07.25.b,1983-07-25,1983.0,M,Unprovoked,TIGER SHARK,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",OTHER,24.0,Y,night,Jul
2007.03.20,2007-03-20,2007.0,F,Unprovoked,Unknown,AUSTRALIA,New South Wales,South Golden Beach,SURFING,42.0,N,day-morning,Mar
1963.01.28,1963-01-28,1963.0,F,Unprovoked,BULL SHARK,AUSTRALIA,New South Wales,"Sugarloaf Bay, Middle Harbour, Sydney",BATHING,32.0,Y,afternoon,Jan
1963.01.26,1963-01-26,1963.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,Evans Head,SWIMMING,25.0,Unknown,afternoon,Jan
2003.10.31.b,2003-10-31,2003.0,M,Unprovoked,NURSE SHARK,AUSTRALIA,New South Wales,"Lighthouse Beach, Seal Rocks",SURFING,22.0,N,afternoon,Oct
1963.01.04,1963-01-04,1963.0,,Provoked,WHITE SHARK,AUSTRALIA,South Australia,Off Franklin Island between Streaky Bay & Ceduna,SHARK FISHING,,N,Unspecified,Jan
1983.07.26,1983-07-26,1983.0,F,Unprovoked,TIGER SHARK,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",OTHER,21.0,Y,night-morning,Jul
1961.12.27,1961-12-27,1961.0,M,Provoked,NURSE SHARK,AUSTRALIA,Western Australia,"North of main swimming area in Waterman's Bay Beach, Perth",SPEARFISHING,23.0,N,day-morning,Dec
1962.12.09,1962-12-09,1962.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,South Australia,Carrickalinga Head,SPEARFISHING,16.0,Y,afternoon,Dec
2007.04.26,2007-04-26,2007.0,F,Unprovoked,Unknown,AUSTRALIA,Queensland,"Mornington Island, Gulf of Carpentaria",OTHER,13.0,N,night,Apr
1962.11.25,1962-11-25,1962.0,M,Unspecified,Unknown,AUSTRALIA,Queensland,Townsville,,,Unknown,Unspecified,Nov
1962.11.10,1962-11-10,1962.0,,Provoked,Unknown,AUSTRALIA,New South Wales,Off Kisma,FISHING,,N,Unspecified,Nov
2007.05.08,2007-05-08,2007.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,Kingscliff Beach,SWIMMING,45.0,Unknown,afternoon,May
1983.12.24,1983-12-24,1983.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,South Australia,"Dangerous Reef, South Neptune Island",OTHER,48.0,N,Unspecified,Dec
2007.05.12,2007-05-12,2007.0,M,Unprovoked,Unknown,AUSTRALIA,Victoria,Warrnambool,SURFING,19.0,N,afternoon,May
2007.05.16,2007-05-16,2007.0,F,Unprovoked,Unknown,AUSTRALIA,Western Australia,"Warra Beach, Coral Bay",BATHING,38.0,N,afternoon,May
1962.10.14,1962-10-14,1962.0,M,Provoked,NURSE SHARK,AUSTRALIA,South Australia,Port Phillip Bay,OTHER,,N,Unspecified,Oct
2007.06.05,2007-06-05,2007.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Shelly Beach, Crescent Head",SURFING,,N,afternoon,Jun
1962.11.29,1962-11-29,1962.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Sydney,OTHER,26.0,N,Unspecified,Nov
1961.12.19,1961-12-19,1961.0,,Provoked,Unknown,AUSTRALIA,South Australia,Cowell,OTHER,,N,Unspecified,Dec
1961.12.18.a,1961-12-18,1961.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Noosa Heads,OTHER,22.0,Y,day-morning,Dec
1961.12.13,1961-12-13,1961.0,M,Unprovoked,Unknown,AUSTRALIA,Torres Strait,"Horn Island, near Thursday Island",OTHER,17.0,N,afternoon,Dec
1960.12.01,1960-12-01,1960.0,M,Unprovoked,BULL SHARK,AUSTRALIA,Queensland,"Colledge's Crossing, Brisbane River",FISHING,,N,Unspecified,Dec
2007.11.08,2007-11-08,2007.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",SURFING,,N,afternoon,Nov
2007.11.18,2007-11-18,2007.0,M,Provoked,REEF SHARK,AUSTRALIA,Western Australia,In a tidal creek    5 km from Wickham,FISHING,32.0,N,Unspecified,Nov
1986.10.01,1986-10-01,1986.0,,Unprovoked,Unknown,AUSTRALIA,Western Australia,"Direction Island, Cocos Islands",,,Unknown,Unspecified,Oct
1960.11.27,1960-11-27,1960.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,"Black’s Beach, 9 miles north of Mackay",SWIMMING,41.0,N,afternoon,Nov
2007.12.14,2007-12-14,2007.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,Bondi ,SWIMMING,34.0,Unknown,night,Dec
2007.12.15,2007-12-15,2007.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,South Stradbroke Island,SWIMMING,16.0,N,Unspecified,Dec
2007.12.18,2007-12-18,2007.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Jimmy's Beach,SURFING,31.0,N,day-morning,Dec
1960.11.11,1960-11-11,1960.0,M,Provoked,Unknown,AUSTRALIA,Queensland,"Scott’s Point, Redcliffe Peninsula",OTHER,17.0,N,afternoon,Nov
1960.12.20,1960-12-20,1960.0,M,Unprovoked,NURSE SHARK,AUSTRALIA,Queensland,"College’s Crossing, 54 miles above mouth of the Brisbane River",OTHER,33.0,N,day-morning,Dec
1960.11.06,1960-11-06,1960.0,M,Unprovoked,WOBBEGONG SHARK,AUSTRALIA,Western Australia,Hamelin Bay,OTHER,24.0,N,Unspecified,Nov
1987.03.30.b,1987-03-30,1987.0,M,Unprovoked,WHALER SHARK,AUSTRALIA,Western Australia,Fourth Beach / Twilgth Beach,SURFING,18.0,N,Unspecified,Mar
2008.01.27,2008-01-27,2008.0,M,Provoked,MAKO SHARK,AUSTRALIA,Queensland,200 km east of Coolangatta  ,OTHER,20.0,N,day-morning,Jan
1960.10.02,1960-10-01,1960.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,North Head,FISHING,24.0,Unknown,Unspecified,Oct
1987.05.06,1987-05-06,1987.0,M,Provoked,Unknown,AUSTRALIA,New South Wales,,FISHING,34.0,N,Unspecified,May
2008.02.07,2008-02-07,2008.0,F,Unprovoked,Unknown,AUSTRALIA,New South Wales,Horseshoe Bay,SURFING,14.0,N,Unspecified,Feb
1960.09.18,1960-09-18,1960.0,,Provoked,Unknown,AUSTRALIA,Western Australia,Frenchman Bay,,,N,Unspecified,Sep
1960.04.22,1960-04-22,1960.0,M,Provoked,WHALER SHARK,AUSTRALIA,Western Australia,Rottnest Island,OTHER,,N,Unspecified,Apr
1960.04.12,1960-04-12,1960.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,New South Wales,"Horseshoe Bay, near Kempsey",SURFING,17.0,N,afternoon,Apr
1960.04.10,1960-04-10,1960.0,M,Provoked,SANDTIGER SHARK,AUSTRALIA,Western Australia,Off Rottnest Island,OTHER,,N,Unspecified,Apr
1987.01.06,1987-01-06,1987.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Lizard Island,SWIMMING,37.0,N,day-morning,Jan
1960.04.03.a,1960-04-03,1960.0,M,Unprovoked,WHALER SHARK,AUSTRALIA,New South Wales,Off Broughton Island near Port Stephens,OTHER,,N,afternoon,Apr
1960.12.27.a.,1960-12-27,1960.0,F,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Bondi Beach, Sydney",,27.0,N,Unspecified,Dec
1961.00.00.e,,1961.0,,Provoked,Unknown,AUSTRALIA,New South Wales,South coast,ON BOAT,,N,Unspecified,Unk
1961.09.06,1961-09-06,1961.0,,Unspecified,Unknown,AUSTRALIA,Western Australia,Broome,OTHER,,Unknown,Unspecified,Sep
1961.07.07.b,1961-07-07,1961.0,,Provoked,WHITE SHARK,AUSTRALIA,Queensland,Cape Moreton,SHARK FISHING,,N,Unspecified,Jul
1986.05.18,1986-05-18,1986.0,M,Unprovoked,WOBBEGONG SHARK,AUSTRALIA,New South Wales,"North Head, Sydney Harbour",DIVING,,N,Unspecified,May
1961.05.07,1961-05-07,1961.0,M,Provoked,Unknown,AUSTRALIA,Western Australia,"Quinn’s Rocks, south of Yanchep",SPEARFISHING,,N,Unspecified,May
1961.04.25,1961-04-25,1961.0,M,Provoked,WOBBEGONG SHARK,AUSTRALIA,New South Wales,"Trial Bay, north of Kempsey",SPEARFISHING,,N,afternoon,Apr
1961.04.16.a,1961-04-16,1961.0,M,Provoked,WOBBEGONG SHARK,AUSTRALIA,New South Wales,Otford,SPEARFISHING,21.0,N,Unspecified,Apr
1961.04.14,1961-04-14,1961.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,10 miles off Nambucca Heads  onboard trawler,OTHER,40.0,N,night,Apr
1961.04.03,1961-04-03,1961.0,M,Unprovoked,NURSE SHARK,AUSTRALIA,Victoria,Flinders Island,SPEARFISHING,24.0,N,Unspecified,Apr
1961.04.00,,1961.0,M,Provoked,WOBBEGONG SHARK,AUSTRALIA,Western Australia,Rottnest Island,SPEARFISHING,,N,Unspecified,Apr
1986.08.03,1986-08-03,1986.0,F,Unprovoked,WOBBEGONG SHARK,AUSTRALIA,New South Wales,"North Head, Sydney Harbour",DIVING,,N,Unspecified,Aug
1961.03.30,1961-03-30,1961.0,M,Unprovoked,WHALER SHARK,AUSTRALIA,South Australia,Glenelg Breakwater,SPEARFISHING,24.0,N,Unspecified,Mar
1961.03.14,1961-03-14,1961.0,F,Provoked,Unknown,AUSTRALIA,Western Australia,Shark Bay,OTHER,,N,Unspecified,Mar
1961.03.12,1961-03-12,1961.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,South Australia,Aldinga Beach,SPEARFISHING,21.0,N,afternoon,Mar
1961.02.17.a,1961-02-17,1961.0,F,Unprovoked,BANJO SHARK,AUSTRALIA,Victoria,Mount Martha Beach,BATHING,,N,night,Feb
1986.07.26,1986-07-26,1986.0,,Provoked,Unknown,AUSTRALIA,Western Australia,3 km west of Rottnest Island,FISHING,,N,Unspecified,Jul
1961.02.01.a,1961-02-01,1961.0,M,Unprovoked,NURSE SHARK,AUSTRALIA,Western Australia,Carnac Island,OTHER,,N,Unspecified,Feb
1961.01.15,1961-01-15,1961.0,M,Provoked,WOBBEGONG SHARK,AUSTRALIA,New South Wales,Cook Island,OTHER,27.0,N,day-morning,Jan
1961.01.02.R,1961-01-02,1961.0,,Provoked,Unknown,AUSTRALIA,Tasmania,Off Tasman Island,OTHER,,N,Unspecified,Jan
2007.10.13,2007-10-13,2007.0,M,Unprovoked,WHALER SHARK,AUSTRALIA,Queensland,Holmes Reef,SPEARFISHING,31.0,N,afternoon,Oct
2007.10.15,2007-10-15,2007.0,F,Unprovoked,WHITE SHARK,AUSTRALIA,New South Wales,Byron Bay,SURFING,52.0,N,day-morning,Oct
1961.03.18,1961-03-18,1961.0,M,Unprovoked,Unknown,AUSTRALIA,Victoria,Lady Beach at Warrnambool,SWIMMING,24.0,N,afternoon,Mar
1992.02.09,1992-02-09,1992.0,M,Unspecified,Unknown,AUSTRALIA,Tasmania,"Clifton Beach, southwest of Hobart",SURFING,19.0,Unknown,night,Feb
1977.04.26,1977-04-26,1977.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Tallebudgera,,,N,Unspecified,Apr
1930.08.31,1930-08-31,1930.0,M,Unprovoked,Unknown,AUSTRALIA,Western Australia,Geraldton,FISHING,17.0,N,afternoon,Aug
2018.05.24,2018-05-24,2018.0,M,Provoked,REEF SHARK,AUSTRALIA,Queensland,Cairns Aquarium,SHARK RELATED ACTIVITY,32.0,N,day-morning,May
1882.04.15,1882-04-15,1882.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Lake Macquarie,FISHING,,Y,Unspecified,Apr
1882.02.07.R,1882-02-07,1882.0,M,Unprovoked,Unknown,AUSTRALIA,Unspecified,,DIVING,,Y,Unspecified,Feb
1882.01.23.R,1882-01-23,1882.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Darling Harbor, Sydney",BATHING,,Y,Unspecified,Jan
1996.03.00,,1996.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Lord Howe Island,OTHER,7.0,N,Unspecified,Mar
2018.06.03.b,2018-06-03,2018.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Flat Rock, Ballina",SURFING,,N,Unspecified,Jun
2018.06.08,2018-06-08,2018.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Arrawarra Headland,SURFING,,N,Unspecified,Jun
1882.00.00.a,,1882.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Maryborough,,,N,Unspecified,Unk
1882.05.12.R,1882-05-12,1882.0,M,Unprovoked,Unknown,AUSTRALIA,Unspecified,,DIVING,,Y,Unspecified,May
1881.11.13,1881-11-13,1881.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,"Johnstone's Bay, Sydney",SWIMMING,,Unknown,night,Nov
1880.11.25,1880-11-25,1880.0,M,Unprovoked,BULL SHARK,AUSTRALIA,Queensland,"Petrie Bight, Brisbane River",SWIMMING,12.0,Y,afternoon,Nov
1880.10.10,1880-10-10,1880.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Bermagui,OTHER,,Y,Unspecified,Oct
1880.01.22,1880-01-22,1880.0,,Provoked,Unknown,AUSTRALIA,New South Wales,"Chowder Bay, Sydney",FISHING,,N,afternoon,Jan
1880.01.03,1880-01-03,1880.0,F,Unprovoked,Unknown,AUSTRALIA,New South Wales,Cooranbong,BATHING,13.0,N,Unspecified,Jan
1996.04.25.a,1996-04-25,1996.0,F,Unprovoked,WOBBEGONG SHARK,AUSTRALIA,New South Wales,Mona Vale,SWIMMING,16.0,N,Unspecified,Apr
1879.11.10,1879-11-10,1879.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Clarence Heads,SWIMMING,,N,Unspecified,Nov
1996.04.25.b,1996-04-25,1996.0,M,Unprovoked,WOBBEGONG SHARK,AUSTRALIA,New South Wales,Mona Vale,SWIMMING,11.0,N,Unspecified,Apr
1879.03.10,1879-03-10,1879.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,Near Sydney ,OTHER,,Unknown,Unspecified,Mar
1996.03.05,1996-03-05,1996.0,F,Unprovoked,TIGER SHARK,AUSTRALIA,Queensland,Heron Island,OTHER,47.0,N,day-morning,Mar
1878.11.17,1878-11-17,1878.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor ",BATHING,,N,Unspecified,Nov
1882.05.14,1882-05-14,1882.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Millers Point,FELL INTO THE WATER,,N,afternoon,May
2018.05.09,2018-05-09,2018.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",SURFING,,N,day-morning,May
2018.02.15,2018-02-15,2018.0,M,Unprovoked,BULL SHARK,AUSTRALIA,New South Wales,"Surf Beach, Kiama",BATHING,35.0,N,afternoon,Feb
2018.02.17,2018-02-18,2018.0,M,Provoked,Unknown,AUSTRALIA,Victoria,Westernport Bay,FISHING,34.0,N,night,Feb
2018.02.23,2018-02-23,2018.0,F,Unprovoked,WHITE SHARK,AUSTRALIA,New South Wales,"Little Congwong Beach, La Perouse ",SWIMMING,55.0,N,night,Feb
1995.11.17,1995-11-17,1995.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Great Keppel Island,,,N,Unspecified,Nov
2018.03.09.a,2018-03-09,2018.0,M,Unprovoked,Unknown,AUSTRALIA,Victoria,Winkipop,SURFING,18.0,N,day-morning,Mar
2018.03.09.b,2018-03-09,2018.0,M,Unprovoked,Unknown,AUSTRALIA,Victoria,Lorne,SWIMMING,69.0,N,afternoon,Mar
2018.03.14,2018-03-14,2018.0,M,Unprovoked,WOBBEGONG SHARK,AUSTRALIA,Western Australia,Waterman's Bay,BATHING,10.0,N,afternoon,Mar
1883.01.21,1883-01-21,1883.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Iron Cove, Sydney",BATHING,37.0,Y,night-morning,Jan
1996.02.26,1996-02-26,1996.0,M,Unprovoked,WHALER SHARK,AUSTRALIA,New South Wales,"Charles Street Wharf, Parramatta River",OTHER,24.0,N,night,Feb
1996.01.12,1996-01-12,1996.0,,Provoked,MAKO SHARK,AUSTRALIA,New South Wales,Eight-mile reef off Port Kembla,OTHER,,N,day-morning,Jan
2018.04.15.a,2018-04-15,2018.0,M,Unprovoked,Unknown,AUSTRALIA,Western Australia,"Cobblestones, Margaret River Area",SURFING,37.0,N,day-morning,Apr
2018.04.15.b,2018-04-15,2018.0,M,Unprovoked,Unknown,AUSTRALIA,Western Australia,"Lefthanders, Margaret River Area",SURFING,41.0,N,Unspecified,Apr
1996.01.22,1996-01-22,1996.0,F,Unprovoked,WHALER SHARK,AUSTRALIA,Queensland,"Brown's Inlet, Broadwater",SWIMMING,13.0,N,Unspecified,Jan
2018.04.24,2018-04-24,2018.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,Western Australia,"South Point, Gracetown",SURFING,,N,afternoon,Apr
2018.04.25.a,2018-04-25,2018.0,M,Unprovoked,Unknown,AUSTRALIA,Western Australia,"Surfers Point, Prevelly",SURFING,60.0,N,day-morning,Apr
2018.04.25.b,2018-04-25,2018.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,Lennox Head,SURFING,,N,day-morning,Apr
2018.04.28.a,2018-04-28,2018.0,M,Unprovoked,Unknown,AUSTRALIA,Western Australia,Gearys Beach,SURFING,,N,afternoon,Apr
1996.02.04,1996-02-04,1996.0,M,Unprovoked,REEF SHARK,AUSTRALIA,New South Wales,"Ned's Beach, Lord Howe Island",SWIMMING,7.0,N,afternoon,Feb
1996.01.14.b,1996-01-14,1996.0,,Unprovoked,Unknown,AUSTRALIA,Western Australia,"Mutton Bird Island, Albany",,,Unknown,Unspecified,Jan
1996.05.24,1996-05-24,1996.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,"Wreck of paddle steamer, Koputai, 6 km off Bondi Beach",OTHER,45.0,Y,Unspecified,May
1996.06.06,1996-06-06,1996.0,M,Unprovoked,WHITE SHARK,AUSTRALIA,Victoria,"Suicide Point, Point Leo",SURFING,,N,afternoon,Jun
1878.00.00,,1878.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Balmain, Sydney (Estuary)",OTHER,11.0,Y,Unspecified,Unk
1876.00.00.a,,1876.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Sydney,,,Y,Unspecified,Unk
2018.11.28,2018-11-28,2018.0,M,Unprovoked,WOBBEGONG SHARK,AUSTRALIA,New South Wales,South Steyne,SURFING,25.0,N,night,Nov
1997.01.01,1997-01-01,1997.0,,Provoked,WHITE SHARK,AUSTRALIA,Victoria,"Seal Rocks, Phillip Island",OTHER,,N,Unspecified,Jan
1997.01.20,1997-01-20,1997.0,M,Unprovoked,TIGER SHARK,AUSTRALIA,Western Australia,Geraldton,SURFING,41.0,Y,night,Jan
2018.12.15.b,2018-12-15,2018.0,M,Provoked,WOBBEGONG SHARK,AUSTRALIA,New South Wales,,,48.0,N,day-morning,Dec
1875.11.27.R,1875-11-27,1875.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Clarence Heads,FISHING,,N,Unspecified,Nov
2019.01.10,2019-01-10,2019.0,F,Unspecified,Unknown,AUSTRALIA,Queensland,"Catseye Beach, Hamilton Island, Whitsundays",BATHING,,N,day-morning,Jan
2019.01.14,2019-01-14,2019.0,F,Unprovoked,WOBBEGONG SHARK,AUSTRALIA,Western Australia,North Cottesloe ,SWIMMING,15.0,N,day-morning,Jan
2018.11.17,2018-11-17,2018.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"7 Mile Beach, Gerroa",SURFING,24.0,N,afternoon,Nov
1997.01.25,1997-01-25,1997.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,"Whitehaven Beach, Whitsundays Island",SNORKELING,27.0,N,day-morning,Jan
1875.01.20.R,1875-01-20,1875.0,M,Unspecified,Unknown,AUSTRALIA,Queensland,Mary River,BATHING,,Unknown,Unspecified,Jan
1874.11.21,1874-11-21,1874.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Maryborough,BATHING,,N,Unspecified,Nov
2019.02.04.a,2019-02-04,2019.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Urunga area,SURFING,50.0,N,day-morning,Feb
1875.00.00,,1875.0,M,Unprovoked,Unknown,AUSTRALIA,Western Australia,Sharks Bay,OTHER,,Y,Unspecified,Unk
2019.02.17,2019-02-17,2019.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Belongil Bay,SURFING,41.0,N,day-morning,Feb
1997.02.28.a,1997-02-28,1997.0,M,Unprovoked,TIGER SHARK,AUSTRALIA,Queensland,Whitsunday Passage,DIVING,30.0,N,afternoon,Feb
1997.02.28.b,1997-02-28,1997.0,F,Unprovoked,Unknown,AUSTRALIA,Queensland,"Carrara, Nerang River",SWIMMING,21.0,N,Unspecified,Feb
1874.01.09,,1874.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Darling Harbor, Sydney",BATHING,,N,Unspecified,Jan
1997.02.03,1997-02-03,1997.0,F,Provoked,Unknown,AUSTRALIA,New South Wales,"Iron Cove, Sydney",OTHER,49.0,N,Unspecified,Feb
2018.11.14,2018-11-14,2018.0,M,Provoked,TIGER SHARK,AUSTRALIA,Queensland,Moffat Beach,ON BOAT,31.0,N,day-morning,Nov
1876.00.00.b,,1876.0,M,Unprovoked,Unknown,AUSTRALIA,Western Australia,Between De Grey River and Port Walcott,DIVING,,N,Unspecified,Unk
2018.11.11.a,2018-11-11,2018.0,M,Unprovoked,SANDTIGER SHARK,AUSTRALIA,Western Australia,"Pyramids Beach, Mandurah",BODY BOARDING,20.0,N,day-morning,Nov
1877.12.15,1877-12-15,1877.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Peacock Point, Balmain, Sydney",BATHING,11.0,N,Unspecified,Dec
1877.12.12,1877-12-12,1877.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Near Sydney,OTHER,,Y,Unspecified,Dec
1877.09.15,1877-09-15,1877.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Port Jackson,FISHING,,N,afternoon,Sep
2018.09.19.a,2018-09-19,2018.0,F,Unprovoked,Unknown,AUSTRALIA,Queensland,"Cid Harbor, Whitsundays",SWIMMING,46.0,N,afternoon,Sep
2018.09.20.a,2018-09-20,2018.0,F,Unprovoked,Unknown,AUSTRALIA,Queensland,"Cid Harbor, Whitsundays",SWIMMING,12.0,N,afternoon,Sep
1877.04.07,1877-04-07,1877.0,M,Provoked,GILL SHARK,AUSTRALIA,Tasmania,Smelting Works Bay near Hobart,,,N,Unspecified,Apr
1877.04.04.,1877-04-04,1877.0,M,Unprovoked,Unknown,AUSTRALIA,Victoria,Portarlington,BATHING,,N,day-morning,Apr
1877.02.17.R,1877-02-17,1877.0,M,Unprovoked,Unknown,AUSTRALIA,Victoria,Off Melbourne,FISHING,,N,Unspecified,Feb
2018.10.08,2018-10-08,2018.0,M,Provoked,REEF SHARK,AUSTRALIA,Queensland,Swain Reef,FISHING,55.0,N,afternoon,Oct
1877.01.28,1877-01-28,1877.0,M,Unprovoked,Unknown,AUSTRALIA,Victoria,Emerald Hill,BATHING,,Y,Unspecified,Jan
2018.10.13,2018-10-13,2018.0,M,Unspecified,WHITE SHARK,AUSTRALIA,Western Australia,Two Rocks near Three Mile Reef,SPEARFISHING,,N,afternoon,Oct
2018.10.19.b,2018-10-19,2018.0,M,Unprovoked,BULL SHARK,AUSTRALIA,New South Wales,Samurai Beach,OTHER,50.0,N,day-morning,Oct
1877.01.24.R,1877-01-24,1877.0,F,Unprovoked,Unknown,AUSTRALIA,Victoria,Boarding School Bay,SWIMMING,,N,Unspecified,Jan
1876.05.14,1876-05-14,1876.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Sydney Harbour,SWIMMING,,Y,Unspecified,May
1876.02.06,1876-02-06,1876.0,M,Unprovoked,Unknown,AUSTRALIA,Victoria,Albert Park in Port Phillip Bay,BATHING,,Y,Unspecified,Feb
2018.10.24,2018-10-24,2018.0,M,Unprovoked,Unknown,AUSTRALIA,Western Australia,"Guillotines surf break, Shire of Augusta Margaret River",SURFING,,N,day-morning,Oct
1996.12.29,1996-12-29,1996.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Coolum Beach,SURFING,18.0,Unknown,night,Dec
2018.11.05,2018-11-05,2018.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,"Cid Harbor, Whitsundays",SWIMMING,33.0,Y,afternoon,Nov
2018.11.07.a,2018-11-07,2018.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,"Shelly Beach, Ballina",SURFING,42.0,N,day-morning,Nov
2018.02.14,2018-02-14,2018.0,F,Unspecified,Unknown,AUSTRALIA,Queensland,Mooloolaba Beach,SWIMMING,,N,night,Feb
1873.06.09.R,1873-06-09,1873.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,Newcastle ,BATHING,,Unknown,Unspecified,Jun
2018.02.01,2018-02-01,2018.0,M,Unspecified,Unknown,AUSTRALIA,Western Australia,"Avalon Point, Manurah",SPEARFISHING,14.0,N,Unspecified,Feb
1995.10.11,1995-10-11,1995.0,F,Unprovoked,Unknown,AUSTRALIA,Queensland,"Pialba, Hervey Bay",OTHER,15.0,N,afternoon,Oct
1895.03.15,1895-03-15,1895.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Burnett River,SWIMMING,13.0,N,Unspecified,Mar
1895.02.27,1895-02-27,1895.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Sydney Harbor,SWIMMING,14.0,Y,Unspecified,Feb
2017.04.17.a,2017-04-17,2017.0,F,Unprovoked,WHITE SHARK,AUSTRALIA,Western Australia,Kelpies near Wylie Bay,SURFING,17.0,Y,afternoon,Apr
1895.00.00.b,,1895.0,,Provoked,Unknown,AUSTRALIA,Western Australia,"Dampier's Creek, Broome",,,N,Unspecified,Unk
1894.11.28,1894-11-28,1894.0,M,Unprovoked,Unknown,AUSTRALIA,New South Wales,Newcastle ,BATHING,19.0,N,day-morning,Nov
2002.02.07,2002-02-07,2002.0,M,Provoked,Unknown,AUSTRALIA,New South Wales,Paramatta River (near Sydney),ON BOAT,35.0,N,night,Feb
2002.01.30.b,2002-01-30,2002.0,M,Unprovoked,TIGER SHARK,AUSTRALIA,New South Wales,Just north of Fingal Spit,SURFING,20.0,N,afternoon,Jan
2002.01.30.a,2002-01-30,2002.0,M,Unprovoked,Unknown,AUSTRALIA,Western Australia,Collie River ,SWIMMING,32.0,N,Unspecified,Jan
2002.02.16,2002-02-16,2002.0,M,Unprovoked,WHALER SHARK,AUSTRALIA,Queensland,Sunshine Beach,SURFING,,N,day-morning,Feb
1893.04.14,1893-04-14,1893.0,M,Unprovoked,Unknown,AUSTRALIA,Queensland,Torres Strait,OTHER,,N,Unspecified,Apr
2017.05.06.R,2017-05-06,2017.0,M,Provoked,Unknown,AUSTRALIA,Queensland,Weipa,OTHER,29.0,N,Unspecified,May
2017.05.27,2017-05-27,2017.0,M,Unspecified,Unknown,AUSTRALIA,New South Wales,Evans Head,FISHING,73.0,N,Unspecified,May
